scene_number,location,description,cast_id,costume_notes,hair_makeup,prosthetics,key_props,props,set_dressing,extras,picture_vechiles,production,special_professionals,sfx,vfx,special_equipments,notes,timeofday,int_ext
122T.3,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122T.3
- FIELD: M. Suryanarayan is bowling and Arjun plays a pull 
shot to hit the ball past the Mid Wicket for a four.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
122T.4,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122T.4
- Arjun hits the ball to deep cover point fielder. It is an 
easy single, but he says no.
PLAY 92
- Gowda bowls & Arjun hits a cover drive
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
122T.17,WANKHADE STADIUM / COMMENTARY BOX,"INT. WANKHADE STADIUM / COMMENTARY BOX - DAY
122T.17
COMMENTATOR 3
That’s a lovely cover drive and 
another boundary for Punjab. 
(MORE)
184.
FOR AD TEAM
COMMENTATOR 3 (CONT'D)
185.
24 now required off 9 balls. Arjun 
goes down the wicket and thats a 
six! More runs and its 18 off the 
over already
","['ketan', 'arjun']","['ketan', 'arjun']","['ketan', 'arjun']",,,,,,,,,,,,,DAY,INT
122T.6,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122T.6
- Arjun plays straight drive and the ball goes past the 
bowler sharply and races to a four.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
122T.7,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122T.7
- Most fielder are inside the circle to stop a single. We see 
a wide shot of fielders coming in.
",[],[],[],,,,,,,,,,,,,DAY,EXT
122T.8,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122T.8
- Arjun plays a shot over the cover, timing it carefully 
enough to not hit a four and even if there is a chance for 
two runs he takes only a single.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
122T.9,WANKHADE STADIUM/PUNJAB TEAM ROOM,"INT. WANKHADE STADIUM/PUNJAB TEAM ROOM - DAY
122T.9
Raunaq is clapping using his hand on thigh and Mahendra Padda 
is sitting next to him.
",[],[],[],,,,,,,,,,,,,DAY,INT
122T.10,WANKHADE STADIUM/GROUND,"EXT. WANKHADE STADIUM/GROUND - DAY
122T.10
- FIELD: Suresh Gowda introduced into attack.
- Arjun plays a straight drive the ball bounces just before 
the ropes and goes for a four.
- Arjun plays leg glance and the ball races to four behind 
the keeper.
- Suresh Gowda is shown confused about what to do.
- We see all players in the circle to stop single off the 
last ball.
- Arjun plays a straight drive; the Mid off fielder stops the 
122T.12
ball; but Arjun takes a sharp single.
COMMENTATOR 3 (CONT'D)
185.
FOR AD TEAM
186.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
122T.14,WANKHADE STADIUM/GROUND,"EXT. WANKHADE STADIUM/GROUND - DAY
122T.14
- FIELD: Naveen Krishnappa bowls and Arjun plays a Big shot 
122T.16
and the ball travels for quite some time and lands in the 
audience over deep forward on the leg side.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
PLAY 93,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
PLAY 93
- Gowda comes in to bowl
- Arjun hits a lofted straight drive
- Ball hits the sight screen
PLAY 94
- Arjun hits a straight drive for a boundary
- Punjab Team reacts near the boundary rope; ball comes near 
them
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
124,ARJUN HOUSE,"INT. ARJUN HOUSE - DAY
124
Kittu and friends watching the match intensely.
","['kittu', 'arjun']","['kittu', 'arjun']","['kittu', 'arjun']",,,,,,,,,,,,,DAY,INT
PLAY 95,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
PLAY 95
- Gowda comes in to bowl
- Arjun plays a leg glance and tries and tries to take two 
runs but the fielder at fine leg runs fast and throws the 
ball as they try to take a second. Arjun shouts “No No No” 
and Rudra turns back and runs. The keeper hits the wicket and 
appeals for an out and Umpire says “Not Out”
","['ketan', 'arjun']","['ketan', 'arjun']","['ketan', 'arjun']",,,,,,,,,,,,,DAY,EXT
122T.18,WANKHADE STADIUM/GROUND,"EXT. WANKHADE STADIUM/GROUND - DAY
122T.18
Arjun goes down the wicket & thats a six.
- Umpire gives a six.
- Arjun comes front foot to make full toss of the ball and 
hits it over cover for a four.
- Arjun plays a straight drive to hit another four.
186.
FOR AD TEAM
187.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
122T.19,WANKHADE STADIUM/GROUND,"EXT. WANKHADE STADIUM/GROUND - DAY
122T.19
- FIELD: We see fielder coming inside the circle to save the 
single.
",[],[],[],,,,,,,,,,,,,DAY,EXT
122T.20,WANKHADE STADIUM / COMMENTARY BOX,"INT. WANKHADE STADIUM / COMMENTARY BOX - DAY
122T.20
COMMENTATOR 4
(V.O)
Last ball of the over and Arjun ko 
ek single ki zaroorat... to keep 
the strike. Will he get it... no 
says the fielder.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,INT
122T.21,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122T.21
- GROUND: We see shots of Mahesh anxious. A shot of Ravinder 
anxious too.
",['mahesh'],['mahesh'],['mahesh'],,,,,,,,,,,,,DAY,EXT
122T.22,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122T.22
- FIELD: M. Suryanarayan takes a full run up. Crowd shouts 
122T.23
“ooOOO”
",[],[],[],,,,,,,,,,,,,DAY,EXT
122T.24,WANKHADE STADIUM / SCOREBOARD,"EXT. WANKHADE STADIUM / SCOREBOARD - DAY
122T.24
14 runs needed off 5 balls
Next ball.
PLAY 97
- Bowler runs in to bowl
- Rudra misses it again
- Bowler and Arjun react
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
122T.25,WANKHADE STADIUM / COMMENTARY BOX,"INT. WANKHADE STADIUM / COMMENTARY BOX - DAY
122T.25
COMMENTATOR 3
(V.O)
He misses the ball yet again. Koi 
run nahi.
- Punjab team reacts
",[],[],[],,,,,,,,,,,,,DAY,INT
122T.26,WANKHADE STADIUM / SCOREBOARD,"EXT. WANKHADE STADIUM / SCOREBOARD - DAY
122T.26
- Arjun’s POV. SCOREBOARD: Punjab needs 14 runs of 4 balls.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
122T.28,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122T.28
- FIELD: We see Arjun close up. Determined to run no matter 
what. He makes eye contact with Rudra. Arjun nods. Rudra nods 
back and gets to bat.
PLAY 98
- Bowler comes running in to bowl
- Arjun waits as the bowler comes running in
- Bowler Bowls; Rudra misses & they run for the run
- Arjun & Rudra run
- Arjun crosses the crease; ball misses the stumps
- Karnataka team captain reacts
- Punjab team relieved
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
122T.30,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122T.30
PLAY 99
-  Arjun  takes stance, checks fielding positions
- Bowler comes running in to bowl
- Arjun hits a cut shot
- Ball races to the boundary
- Umpire signals boundary
- Punjab team reacts. Bali is clapping. So are people behind 
him in the dressing room.
","['arjun', 'bali']","['arjun', 'bali']","['arjun', 'bali']",,,,,,,,,,,,,DAY,EXT
122T.31,WANKHADE STADIUM / COMMENTARY BOX,"INT. WANKHADE STADIUM / COMMENTARY BOX - DAY
122T.31
COMMENTATOR 3
(V.O)
Its a square cut and will 
definitely reach the boundary. 
Punjab sniffing victory once again. 
COMMENTATOR 4
(V.O)
Kya Karnataka ke haath se ye match 
aur ye tournament donon nikal 
jaayenge? Karanataka cant believe 
it! Punjab still needs 9 off the 
last 2
190.
FOR AD TEAM
191.
",[],[],[],,,,,,,,,,,,,DAY,INT
123,SECTOR 17 / HANGOUT PLACE,"EXT. SECTOR 17 / HANGOUT PLACE - DAY
123
The dhol waalas are playing the dhol as Amrit is dancing. 
Gurmeet is whistling and there are many more people around 
them clapping.
",['amrit'],['amrit'],['amrit'],,,,,,,,,,,,,DAY,EXT
122T.34,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122T.34
PLAY 100
- Arjun looks at his bat
- Bowler shines the ball
- Arjun takes stance
- Bowler comes running in to bowl
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
126A,VIDHYA HOUSE,"INT. VIDHYA HOUSE - DAY
126A
Vidhya’s father is clapping too. As the children in front of 
him are all excited.
",['vidhya'],['vidhya'],['vidhya'],,,,,,,,,,,,,DAY,INT
125,SPORTS SHOP,"INT. SPORTS SHOP - DAY
125
The owner Tandon and the Worker are both clapping. 
TANDON 
Oye.. Maar ditta oye...!
",[],[],[],,,,,,,,,,,,,DAY,INT
122T.36,WANKHADE STADIUM / COMMENTARY BOX,"INT. WANKHADE STADIUM / COMMENTARY BOX - DAY
122T.36
",[],[],[],,,,,,,,,,,,,DAY,INT
122T.37,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122T.37
Arjun & Punjab just need one more boundary now. Karnataka is 
setting up the field.
192.
FOR AD TEAM
193.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
122U.1,WANKHADE STADIUM/VIP STANDS,"EXT. WANKHADE STADIUM/VIP STANDS - DAY
122U.1
STADIUM VIP STANDS: Selectors Rajdeep and his assistants are 
seen clapping too. They then see to look at the screen placed 
in front of them.
",[],[],[],,,,,,,,,,,,,DAY,EXT
124,ARJUN HOUSE,"INT. ARJUN HOUSE - DAY
124
Kittu is clapping shouting “yes yes” he Hi-fives with his 
friends. Vidhya is clapping and beside her Jasleen is 
shouting “woooooooo” behind them two other women and one man 
are clapping too.
","['jasleen', 'vidhya', 'kittu', 'arjun']","['jasleen', 'vidhya', 'kittu', 'arjun']","['jasleen', 'vidhya', 'kittu', 'arjun']",,,,,,,,,,,,,DAY,INT
122U.2,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122U.2
PLAY 101
- Arjun checking the fielding positions
- Karnataka Captain adjusts the fielding positions
- Bowler gets ready to bowl
- Arjun takes stance
- Bowler comes running in to bowl
- Arjun hits a slog over mid-wicket
- Punjab Team follow the trajectory of the ball. We see 
Ravinder and Co. jumping and clapping and seeing what is 
going to happen. It looks like a six to them and they are 
celebrating accordingly.
- Fielder judges the ball
- Arjun & Rudra cross each other
- Bali sir watching the ball. Ravinder and Co. stop clapping 
and celebrating. Bali who has been clapping, stops and looks 
towards the pitch if the batsmen are running.
- Fielder stops the six & falls outside the boundary. We see 
a fielder jump to stop the ball. Ball hits his palm and falls 
back into the rope and he falls outside the rope.
- Arjun runs for the 2nd run
- Bowler is screaming for the ball
193.
FOR AD TEAM
194.
- Fielder picks up the ball & throws it
- Arjun is running towards the bowling end
- Punjab team cheering Arjun
- Arjun is running. Slow motion shot of Arjun running the 
third. He holds his heart in discomfort as he is running hard 
towards the danger end.
- Bowler receives the ball
- Bali Sir watching the ball. Ravinder and Co. shout “Come on 
Arjun!!!”
- Arjun dives; bowler takes the bails off. In normal time we 
see Arjun dive as Suresh Gowda gets the ball and is about to 
hit the wicket.
- SLOW MOTION of Arjun crossing the line after which 
Suryanarayana hits the wicket.
- Bowler and fielders behind him are appealing for an out.
- Arjun waits for the decision
- Umpire shakes head for NO
- Arjun reacts
- Punjab Team reacts. 
","['arjun', 'bali']","['arjun', 'bali']","['arjun', 'bali']",,,,,,,,,,,,,DAY,EXT
122U.13,WANKHADE STADIUM / COMMENTARY BOX,"INT. WANKHADE STADIUM / COMMENTARY BOX - DAY
122U.13
COMMENTATOR 4
Will the umpire lift his finger... 
no!! Its a win for Punjab!! They 
will definitely lift the ranji 
tournament cup tonight.
COMMENTATOR 3
Can you believe it? Punjab has 
beaten Karnataka! And what a 
cracker of an innings by Arjun. The 
winner trophy of Ranji tournament 
1996-97 is taken by Punjab!
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,INT
122U.6,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122U.6
- FIELD: We see Arjun run back to finish the second and turn 
for the third run.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
122U.7,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122U.7
The fielder throws the ball.
122U.8
",[],[],[],,,,,,,,,,,,,DAY,EXT
127,5 STAR HOTEL,"EXT. 5 STAR HOTEL - DAY
127
Establishment shot of big 5 star hotel,
TEXT ON SCREEN: 2021, Chandigarh.
An Uber cab comes inside the hotel. Vidhya aged 56 years 
comes out of the cab and Ketan (31 years) from the other 
side.
They walk in
KETAN
Main pata karke aata hoon
VIDHYA
Kittu...(gestures this way)
They walk past standees of “JERSEY by Jasleen Shergill”
","['ketan', 'jasleen', 'vidhya', 'kittu']","['ketan', 'jasleen', 'vidhya', 'kittu']","['ketan', 'jasleen', 'vidhya', 'kittu']",,,,,,,,,,,,,DAY,EXT
128A,5 STAR HOTEL / BANQUET,"INT. 5 STAR HOTEL / BANQUET - DAY
128A
They walk through a door. Jasleen, much older now, sees 
Vidhya and Ketan. 
JASLEEN
Vidhya... how are you? Hello Ketan. 
195.
FOR AD TEAM
196.
BALI
Kaisi hai puttar?
VIDHYA
Bali Sir! 
Vidhya nods with a smile, then Bali looks at Kittu
BALI
Hor kaake... Papa ki tarah tuney 
bhi daadhi rakh li? 2 saal ke liye 
gaya tha London baahar... par otthe 
hi reh gaya... Maa ko vi lae gaya 
pher. Hamaari jaroorat nai mehsoos 
hoti tujhe? 
KETAN
Bas year end tak project khatam ho 
jaayega coach uncle. Phir toh maine 
yahin laut aana hai.
Bali nods with a smile
VIRU
Hey Kittu...
He comes to hug Ketan
VIRU (CONT'D)
Kaisa hai?
KETAN
Vadiya... aap theek ho?
While Ketan and Vidhya walking inside, team members shake 
hands with Ketan
DOCTOR
Excuse me puttarji... 2 mint baat 
karni thi aapse.
BALI 
Meeting hai... ho jaaye pehle... 
phir baat kar lena aap.
KETAN
Koi nahi coach uncle... aap chalo. 
Main baat karke aata hoon. 
They walk out.
196.
FOR AD TEAM
(MORE)
197.
","['ketan', 'jasleen', 'vidhya', 'kittu', 'viru', 'bali']","['ketan', 'jasleen', 'vidhya', 'kittu', 'viru', 'bali']","['ketan', 'jasleen', 'vidhya', 'kittu', 'viru', 'bali']",,,,,,,,,,,,,DAY,INT
128B,5 STAR HOTEL / BANQUET,"I/E. 5 STAR HOTEL / BANQUET - DAY
128B
DOCTOR
Jab maine Arjun wali kitaab padhi 
toh mujhe pata chala ke aapko poora 
sach maalum nahi hai puttarji.
Ketan is surprised.
DOCTOR (CONT'D)
As a doctor... i’m not supposed to 
talk to everyone. Par jab suna ke 
aap aa rahe ho, toh laga ke milke 
sab kuchh batana mera farz haega.
CUT TO:
","['ketan', 'arjun']","['ketan', 'arjun']","['ketan', 'arjun']",,,,,,,,,,,,,DAY,I/E
129,5 STAR HOTEL / BANQUET,"INT. 5 STAR HOTEL / BANQUET - DAY
129
Big convocation hall with lot of reporters in the front line 
and other crowd sitting with a packed hall. It has a two side 
projectors on both sides with Jersey cover page on the 
screen.
Few delegates sitting on the stage with Jasleen, ICB 
President Ronit Ghosh. Scene opens with huge round of clap 
and Ronit Ghosh taking the dias for the talk
RONIT
Good evening ladies and gentlemen!
Ronit Ghosh adjusts the mike
RONIT (CONT'D)
Koi kitna bhi great ho... kitne bhi 
bade kaam kar jaaye... unki 
kahaaniyan log tabhi dohraate hain 
jab unhein koi likh deta hai! Aksar 
jo aankhon ke saamne hota hai, wohi 
nazar nahi aata. Jaise hamare beech 
chhupi thi, Arjun Talwar ki kahani. 
Aur aaj hum sab iss inspiring 
cricketer ko jaante hain, thanks to 
the author of the book Jersey... 
Jasleen Shergill, jinhonein iss 
kahani ka mol pehchaana... 
(MORE)
197.
FOR AD TEAM
RONIT (CONT'D)
(MORE)
198.
The cricket board thanks her for 
bringing this 36 year old 
cricketer’s story, jisne phir 
shuraat ki, punjab ranji team ke 
liye khela aur jisne akele apne dum 
par 1996 - 97 ranji finals punjab 
team ko poore dus saal baad 
jitwaya.
Both the screens have Arjuns face, Everyone starts clapping, 
and in the front row, Ketan, Vidhya, Bali, Viru, Amrit are 
there,
RONIT (CONT'D)
Hum sab hamesha successful logon ki 
hi kahaniyan sun-na chahte hain. Na 
sirf cricket mein... balki life 
mein bhi. Par safalta kaamyaabi, 
har kisi ko nahi milti... sau mein 
se kisi ek ko... Arjun ki kahaani 
aise sau mein se ek kamyaab insaan 
ki nahi hai... Ye unn ninyanve 
logon ki hai jo kaamyaab hone ki 
koshish mein lage rehte hain
Applause. 
RONIT (CONT'D)
Kitaab padhne ke baad, mere mann 
mein bhi wahi sawaal tha... jo iss 
waqt aap sabke zehen mein hai. 
Mujhe bhi jaan-na tha ke uss match 
ke baad Arjun ki kahaani mein kya 
hua. I had the privilege to access 
some old official documents. Aur 
main yahan aap sabko aur iss book 
ki author Jasleen Shergill ko 
batana chahta hun, there was a list 
of players who were selected for 
‘Team India’ for the tour of 
England” 
Ronit with a smile says,………
RONIT (CONT'D)
Arjun got selected for the Indian 
cricket team!
Huge applause from the crowd, and Vidhya tears start rolling.
RONIT (CONT'D)
I would like to call Arjun’s Son 
Ketan Talwar on the stage please. 
RONIT (CONT'D)
(MORE)
198.
FOR AD TEAM
RONIT (CONT'D)
199.
We have something from the Indian 
Cricket Board to present to the 
family.
In between huge claps, Ketan and Vidhya walk towards, the 
stage,…..
Everyone shakes hands, an attender brings a big box and keeps 
it on the table, Ronit Ghosh takes Ketan to the box and asks 
him to open, Ketan clueless looks at Vidhya, and Vidhya asks 
him to open, Both Vidhya and Jasleen smile looking at each 
other.
Ketan pulls the ribbon attached to it and opens the box, He 
finds a blue Indian Jersey with Number 36 and ARJUN name on 
it,…. Ketan doesn’t believe his eyes, he holds the jersey 
looks at Arjun’s picture displayed on the side screen and 
smiles, then turns towards Vidhya and smile. Flash cuts of 
scenes between Ketan and Arjun are shown, and their happy 
moments.
After a few moments, Ketan is asked to come take the mic. 
Ketan adjust himself after the emotional break down and 
starts talking,
KETAN
Ye Indian Jersey... 23 saal pehle, 
ek saat saal ke bachhe ne apne dad 
se maangi thi... as a birthday 
gift.
KETAN (CONT'D)
Kis shiddat se unhone ye deni chahi 
hogi uss waqt, ke aaj itne saalon  
baad bhi ye mere paas aa hi gayi 
Ketan wipes his face, makes brave face and talks
KETAN (CONT'D)
Karnataka ke ranji final match ke 
baad mere papa hospital mein admit 
hue the... aur 2 din baad... he had 
a heart failure and he passed away. 
The doctors said, he had a heart 
condition called Arythmia. Mujhe 
abhi thodi der pehle hi pata chala 
ke papa ko ye baat apne marne ke 10 
saal pehle se maalum thi. In fact 
when he was 26... This was the 
reason why he left cricket.
CUT TO:
RONIT (CONT'D)
199.
FOR AD TEAM
(MORE)
200.
","['ketan', 'jasleen', 'vidhya', 'arjun', 'viru', 'bali', 'amrit']","['ketan', 'jasleen', 'vidhya', 'arjun', 'viru', 'bali', 'amrit']","['ketan', 'jasleen', 'vidhya', 'arjun', 'viru', 'bali', 'amrit']",,,,,,,,,,,,,DAY,INT
130,DOCTORS CLINIC,"INT. DOCTORS CLINIC - DAY
130
FLASHBACK (1986): Arjun (26 year old) sits with a doctor. 
DOCTOR
Tumhein ek heart condition hai, 
called Arrythmia... Ismein 
heartbeat irregular hoti hai... 
Matlab physical stress vadhega toh 
heart failure ka risk hai teh jaan 
vi jaa sakti hai. Jyada stress na 
lao... Bas cricket khelna chhor do 
Everything will be fine 
Arjun nods.
DOCTOR (CONT'D)
Ab daudna bhaagna zyada possible 
nahin hoga. Regular check ups 
karwaate raho bas sab theek rehna 
hai phir. 
Arjun nods - Okay.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,INT
131,FLASHBACKS,"I/E. FLASHBACKS - VARIOUS
131
",[],[],[],,,,,,,,,,,,,VARIOUS,I/E
131A,CRICKET STADIUM / LOBBY,"INT. CRICKET STADIUM / LOBBY - DAY
131A
FLASHBACK (1986): He stands alone and thinks to himself, near 
the notice board. Various shots & flash cuts.
- Coach POV : When Arjun breaks the glass
- Vidhya’s POV - When Arjun says “Main cricket chhor raha 
131B
hoon”
- Kittu’s POV: When Kittu tells Arjun “Khelte ho toh hero 
131C
lagte ho”
","['vidhya', 'kittu', 'arjun']","['vidhya', 'kittu', 'arjun']","['vidhya', 'kittu', 'arjun']",,,,,,,,,,,,,DAY,INT
131D,MOHALI STADIUM/ PCB TEAM ROOM,"INT. MOHALI STADIUM/ PCB TEAM ROOM - DAY
131D
 When Arjun is taking medicines
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,INT
132,5 STAR HOTEL / BANQUET,"INT. 5 STAR HOTEL / BANQUET - DAY
132
KETAN
Main aaj aapko ye sab kyun bata 
raha hoon pata hai?
(MORE)
200.
FOR AD TEAM
KETAN (CONT'D)
201.
OPTION: Sabko lagta hai ki mere 
papa - Arjun Talwar ne apna best 
khelne ki koshish mein jaan 
ganwayi, sach toh ye hai ki 
unhonein jaan pe khel ke bhi 
koshish ki...
OPTION: Mere papa Arjun Talwar ne 
koshish karte hue jaan nahin 
ganwayi, unhonein ye jaante/jaan ki 
baazi hue bhi koshish ki
OPTION: Hum sabko yehi lagta hai na 
ke mere papa Arjun Talwar ne 
koshish karte hue jaan ganwayi... 
but sach toh ye hai ke ye pata hote 
hue, ki unki jaan ja sakti hai, 
unhonein koshish ki... That is my 
father! 
KETAN (CONT'D)
OPTION: Yahan hum sabko yehi lagta 
hai ki mere papa ne khelne ki 
koshish mein jaan ganwayi, sach toh 
ye hai ki khiladi Arjun Talwar ne 
jaan pe khel ke bhi koshish ki. 
That is my father. 
Silence all around, Kittu goes to Vidhya, holds her from the 
side, and as they are walking , everyone stand and clap,…… 
Arjun’s picture is shown with the clapping on the background.
","['ketan', 'vidhya', 'kittu', 'arjun']","['ketan', 'vidhya', 'kittu', 'arjun']","['ketan', 'vidhya', 'kittu', 'arjun']",,,,,,,,,,,,,DAY,INT
